Date,Time,Time Zone,Delta,Voltage (V)
7/12/2019,17:00:00,-05:00,-0:00:00:00,0.0455
7/12/2019,17:15:00,-05:00,+0:00:15:00,0.0455
7/12/2019,17:30:00,-05:00,+0:00:30:00,0.047
7/12/2019,17:45:00,-05:00,+0:00:45:00,0.046
7/12/2019,18:00:00,-05:00,+0:01:00:00,0.047
7/12/2019,18:15:00,-05:00,+0:01:15:00,0.047
7/12/2019,18:30:00,-05:00,+0:01:30:00,0.046
7/12/2019,18:45:00,-05:00,+0:01:45:00,0.048
7/12/2019,19:00:00,-05:00,+0:02:00:00,0.049
7/12/2019,19:15:00,-05:00,+0:02:15:00,0.048
7/12/2019,19:30:00,-05:00,+0:02:30:00,0.049
7/12/2019,19:45:00,-05:00,+0:02:45:00,0.048
7/12/2019,20:00:00,-05:00,+0:03:00:00,0.0485
7/12/2019,20:15:00,-05:00,+0:03:15:00,0.05
7/12/2019,20:30:00,-05:00,+0:03:30:00,0.0505
7/12/2019,20:45:00,-05:00,+0:03:45:00,0.052
7/12/2019,21:00:00,-05:00,+0:04:00:00,0.0505
7/12/2019,21:15:00,-05:00,+0:04:15:00,0.049
7/12/2019,21:30:00,-05:00,+0:04:30:00,0.0505
7/12/2019,21:45:00,-05:00,+0:04:45:00,0.051
7/12/2019,22:00:00,-05:00,+0:05:00:00,0.051
7/12/2019,22:15:00,-05:00,+0:05:15:00,0.0525
7/12/2019,22:30:00,-05:00,+0:05:30:00,0.051
7/12/2019,22:45:00,-05:00,+0:05:45:00,0.054
7/12/2019,23:00:00,-05:00,+0:06:00:00,0.052
7/12/2019,23:15:00,-05:00,+0:06:15:00,0.0525
7/12/2019,23:30:00,-05:00,+0:06:30:00,0.053
7/12/2019,23:45:00,-05:00,+0:06:45:00,0.052
7/13/2019,0:00:00,-05:00,+0:07:00:00,0.0525
7/13/2019,0:15:00,-05:00,+0:07:15:00,0.0525
7/13/2019,0:30:00,-05:00,+0:07:30:00,0.0535
7/13/2019,0:45:00,-05:00,+0:07:45:00,0.0535
7/13/2019,1:00:00,-05:00,+0:08:00:00,0.0545
7/13/2019,1:15:00,-05:00,+0:08:15:00,0.053
7/13/2019,1:30:00,-05:00,+0:08:30:00,0.053
7/13/2019,1:45:00,-05:00,+0:08:45:00,0.053
7/13/2019,2:00:00,-05:00,+0:09:00:00,0.0515
7/13/2019,2:15:00,-05:00,+0:09:15:00,0.053
7/13/2019,2:30:00,-05:00,+0:09:30:00,0.053
7/13/2019,2:45:00,-05:00,+0:09:45:00,0.0535
7/13/2019,3:00:00,-05:00,+0:10:00:00,0.055
7/13/2019,3:15:00,-05:00,+0:10:15:00,0.0545
7/13/2019,3:30:00,-05:00,+0:10:30:00,0.054
7/13/2019,3:45:00,-05:00,+0:10:45:00,0.053
7/13/2019,4:00:00,-05:00,+0:11:00:00,0.0555
7/13/2019,4:15:00,-05:00,+0:11:15:00,0.0545
7/13/2019,4:30:00,-05:00,+0:11:30:00,0.0535
7/13/2019,4:45:00,-05:00,+0:11:45:00,0.0545
7/13/2019,5:00:00,-05:00,+0:12:00:00,0.0545
7/13/2019,5:15:00,-05:00,+0:12:15:00,0.054
7/13/2019,5:30:00,-05:00,+0:12:30:00,0.0545
7/13/2019,5:45:00,-05:00,+0:12:45:00,0.0535
7/13/2019,6:00:00,-05:00,+0:13:00:00,0.054
7/13/2019,6:15:00,-05:00,+0:13:15:00,0.054
7/13/2019,6:30:00,-05:00,+0:13:30:00,0.055
7/13/2019,6:45:00,-05:00,+0:13:45:00,0.053
7/13/2019,7:00:00,-05:00,+0:14:00:00,0.0545
7/13/2019,7:15:00,-05:00,+0:14:15:00,0.055
7/13/2019,7:30:00,-05:00,+0:14:30:00,0.0555
7/13/2019,7:45:00,-05:00,+0:14:45:00,0.054
7/13/2019,8:00:00,-05:00,+0:15:00:00,0.0545
7/13/2019,8:15:00,-05:00,+0:15:15:00,0.0535
7/13/2019,8:30:00,-05:00,+0:15:30:00,0.054
7/13/2019,8:45:00,-05:00,+0:15:45:00,0.053
7/13/2019,9:00:00,-05:00,+0:16:00:00,0.053
7/13/2019,9:15:00,-05:00,+0:16:15:00,0.0515
7/13/2019,9:30:00,-05:00,+0:16:30:00,0.052
7/13/2019,9:45:00,-05:00,+0:16:45:00,0.0495
7/13/2019,10:00:00,-05:00,+0:17:00:00,0.0525
7/13/2019,10:15:00,-05:00,+0:17:15:00,0.0505
7/13/2019,10:30:00,-05:00,+0:17:30:00,0.0505
7/13/2019,10:45:00,-05:00,+0:17:45:00,0.05
7/13/2019,11:00:00,-05:00,+0:18:00:00,0.0505
7/13/2019,11:15:00,-05:00,+0:18:15:00,0.049
7/13/2019,11:30:00,-05:00,+0:18:30:00,0.0495
7/13/2019,11:45:00,-05:00,+0:18:45:00,0.049
7/13/2019,12:00:00,-05:00,+0:19:00:00,0.0475
7/13/2019,12:15:00,-05:00,+0:19:15:00,0.049
7/13/2019,12:30:00,-05:00,+0:19:30:00,0.047
7/13/2019,12:45:00,-05:00,+0:19:45:00,0.0475
7/13/2019,13:00:00,-05:00,+0:20:00:00,0.0475
7/13/2019,13:15:00,-05:00,+0:20:15:00,0.0475
7/13/2019,13:30:00,-05:00,+0:20:30:00,0.0455
7/13/2019,13:45:00,-05:00,+0:20:45:00,0.045
7/13/2019,14:00:00,-05:00,+0:21:00:00,0.0455
7/13/2019,14:15:00,-05:00,+0:21:15:00,0.045
7/13/2019,14:30:00,-05:00,+0:21:30:00,0.0455
7/13/2019,14:45:00,-05:00,+0:21:45:00,0.0465
7/13/2019,15:00:00,-05:00,+0:22:00:00,0.045
7/13/2019,15:15:00,-05:00,+0:22:15:00,0.046
7/13/2019,15:30:00,-05:00,+0:22:30:00,0.0445
7/13/2019,15:45:00,-05:00,+0:22:45:00,0.045
7/13/2019,16:00:00,-05:00,+0:23:00:00,0.044
7/13/2019,16:15:00,-05:00,+0:23:15:00,0.0455
7/13/2019,16:30:00,-05:00,+0:23:30:00,0.0445
