Date,Time,Voltage (V)
8/6/2019,12:00:00 PM,0.2115
8/6/2019,12:15:00 PM,0.208
8/6/2019,12:30:00 PM,0.206
8/6/2019,12:45:00 PM,0.205
8/6/2019,1:00:00 PM,0.203
8/6/2019,1:15:00 PM,0.201
8/6/2019,1:30:00 PM,0.2
8/6/2019,1:45:00 PM,0.1985
8/6/2019,2:00:00 PM,0.199
8/6/2019,2:15:00 PM,0.196
8/6/2019,2:30:00 PM,0.195
8/6/2019,2:45:00 PM,0.195
8/6/2019,3:00:00 PM,0.1945
8/6/2019,3:15:00 PM,0.194
8/6/2019,3:30:00 PM,0.1915
8/6/2019,3:45:00 PM,0.193
8/6/2019,4:00:00 PM,0.194
8/6/2019,4:15:00 PM,0.195
8/6/2019,4:30:00 PM,0.196
8/6/2019,4:45:00 PM,0.1965
8/6/2019,5:00:00 PM,0.1985
8/6/2019,5:15:00 PM,0.2005
8/6/2019,5:30:00 PM,0.2025
8/6/2019,5:45:00 PM,0.202
8/6/2019,6:00:00 PM,0.2055
8/6/2019,6:15:00 PM,0.209
8/6/2019,6:30:00 PM,0.215
8/6/2019,6:45:00 PM,0.22
8/6/2019,7:00:00 PM,0.2255
8/6/2019,7:15:00 PM,0.229
8/6/2019,7:30:00 PM,0.233
8/6/2019,7:45:00 PM,0.2375
8/6/2019,8:00:00 PM,0.243
8/6/2019,8:15:00 PM,0.245
8/6/2019,8:30:00 PM,0.2465
8/6/2019,8:45:00 PM,0.2485
8/6/2019,9:00:00 PM,0.253
8/6/2019,9:15:00 PM,0.256
8/6/2019,9:30:00 PM,0.2575
8/6/2019,9:45:00 PM,0.2585
8/6/2019,10:00:00 PM,0.261
8/6/2019,10:15:00 PM,0.264
8/6/2019,10:30:00 PM,0.2665
8/6/2019,10:45:00 PM,0.2705
8/6/2019,11:00:00 PM,0.2725
8/6/2019,11:15:00 PM,0.2745
8/6/2019,11:30:00 PM,0.2745
8/6/2019,11:45:00 PM,0.2755
8/7/2019,12:00:00 AM,0.2775
8/7/2019,12:15:00 AM,0.2785
8/7/2019,12:30:00 AM,0.2805
8/7/2019,12:45:00 AM,0.282
8/7/2019,1:00:00 AM,0.283
8/7/2019,1:15:00 AM,0.2835
8/7/2019,1:30:00 AM,0.287
8/7/2019,1:45:00 AM,0.287
8/7/2019,2:00:00 AM,0.2905
8/7/2019,2:15:00 AM,0.287
8/7/2019,2:30:00 AM,0.29
8/7/2019,2:45:00 AM,0.289
8/7/2019,3:00:00 AM,0.2925
8/7/2019,3:15:00 AM,0.2925
8/7/2019,3:30:00 AM,0.294
8/7/2019,3:45:00 AM,0.2935
8/7/2019,4:00:00 AM,0.2945
8/7/2019,4:15:00 AM,0.2975
8/7/2019,4:30:00 AM,0.2975
8/7/2019,4:45:00 AM,0.3
8/7/2019,5:00:00 AM,0.2985
8/7/2019,5:15:00 AM,0.301
8/7/2019,5:30:00 AM,0.303
8/7/2019,5:45:00 AM,0.3025
8/7/2019,6:00:00 AM,0.302
8/7/2019,6:15:00 AM,0.306
8/7/2019,6:30:00 AM,0.3045
8/7/2019,6:45:00 AM,0.3065
8/7/2019,7:00:00 AM,0.3065
8/7/2019,7:15:00 AM,0.3075
8/7/2019,7:30:00 AM,0.3055
8/7/2019,7:45:00 AM,0.304
8/7/2019,8:00:00 AM,0.3025
8/7/2019,8:15:00 AM,0.2995
8/7/2019,8:30:00 AM,0.2965
8/7/2019,8:45:00 AM,0.292
8/7/2019,9:00:00 AM,0.2895
8/7/2019,9:15:00 AM,0.2885
8/7/2019,9:30:00 AM,0.284
8/7/2019,9:45:00 AM,0.279
8/7/2019,10:00:00 AM,0.276
