Date Time,Temp,SpCond,,,,,,,R int- 49140
M/D/Y HH:MM:SS,C,uS,Hgt Trap,Sum,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
7/22/2019 16:57,9.89,107,107,,,,,,
