Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode,,,,
7,10,19,11:23:17,0,0,0,0,0,0,1,,,,
7,10,19,11:30:00,1,23.9,326,5.28,269.07,8.175,1.75326,1.7446,1.75289,1.74976,0
7,10,19,11:45:00,1.06,24.6,323.78,3.923,263.5,5.991,1.75468,1.74593,1.75418,1.75068,0
7,10,19,12:00:00,0.85,23.4,318.7,5.256,270.22,4.221,1.75335,1.74626,1.75322,1.75022,0
7,10,19,12:15:00,0.78,22.3,312.73,1.938,268.19,3.906,1.75297,1.7473,1.75251,1.75059,0
7,10,19,12:30:00,0.85,22,317.81,3.869,269.31,2.495,1.75314,1.74743,1.7528,1.75101,0
7,10,19,12:45:00,0.69,22.3,305.91,3.346,266.9,2.352,1.7536,1.74822,1.75301,1.75147,0
7,10,19,13:00:00,-0.02,22.6,280.34,1.463,281.56,7.379,1.75364,1.75043,1.75372,1.74955,0
7,10,19,13:15:00,1.21,22.7,339.41,6.375,270.74,0.919,1.75385,1.74547,1.75364,1.75089,0
7,10,19,13:30:00,0.88,22.8,323.38,1.758,273.36,3.318,1.75385,1.74697,1.75376,1.75097,0
7,10,19,13:45:00,0.86,22.8,319.48,5.429,270.63,2.453,1.75435,1.74739,1.7538,1.7513,0
7,10,19,14:00:00,0.81,23.1,313.58,2.303,267.34,3.279,1.75401,1.74751,1.75393,1.75126,0
7,10,19,14:15:00,0.73,22.9,316.49,3.307,274.83,4.788,1.75389,1.7476,1.7541,1.75143,0
7,10,19,14:30:00,0.74,22.1,317.37,2.265,275.48,3.609,1.75372,1.74801,1.7531,1.7511,0
7,10,19,14:45:00,0.75,21.8,314.05,3.146,271.38,4.243,1.75343,1.74822,1.75351,1.75189,0
7,10,19,15:00:00,0.76,21.3,314.97,4.028,271.89,2.298,1.75276,1.74818,1.75293,1.75172,0
7,10,19,15:15:00,0.73,20.6,313.62,3.289,272.12,3.214,1.75222,1.74818,1.75214,1.75155,0
7,10,19,15:30:00,0.79,20,316.62,3.181,271.57,2.764,1.75126,1.74818,1.75118,1.7516,0
7,10,19,15:45:00,0.8,19.5,318.38,4.381,273.03,3.043,1.7513,1.74785,1.75118,1.75168,0
7,10,19,16:00:00,0.75,19.3,319.05,1.503,276.27,3.03,1.75114,1.74822,1.75151,1.75201,0
7,10,19,16:15:00,0.8,19.1,320.1,1.688,274.46,3.924,1.75089,1.74822,1.75093,1.75176,0
